,dialogue_indexes,dialogue_sentences,dialogue,dialogue_id,dialogue_paths,snippet_indexes,snippet_sentences,snippet,snippet_paths,fallacy
73,"[700, 701, 702]","['How long did he have to wait -- or how quickly did he change his position on education?', 'He changes his position all the time.', ""Let's stay with this issue for a while.""]",How long did he have to wait -- or how quickly did he change his position on education? He changes his position all the time. Let's stay with this issue for a while.,18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/700.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/701.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/702.wav')]","[703, 704]","['Bill Clinton -- Bill Clinton has trouble telling the truth.', '3 words he fears most in the English language.']",Bill Clinton -- Bill Clinton has trouble telling the truth. 3 words he fears most in the English language.,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/703.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/704.wav')]",2
74,"[884, 885, 886]","['Read those debates.', 'How do they come down?', 'Douglas is all character.']",Read those debates. How do they come down? Douglas is all character.,18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/884.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/885.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/886.wav')]",[887],['He knows all of the little stinky numbers these guys do.'],He knows all of the little stinky numbers these guys do.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/887.wav')],0
75,"[888, 889, 890]","['Abraham Lincoln had character.', 'Thank God we got the right president in the Civil War.', 'But that is a question that is a valid one, and you know, I would like to brag about the character of my boss.']","Abraham Lincoln had character. Thank God we got the right president in the Civil War. But that is a question that is a valid one, and you know, I would like to brag about the character of my boss.",18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/888.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/889.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/890.wav')]",[892],"['This election is about the future of our country, not about personal attacks against one candidate or another.']","This election is about the future of our country, not about personal attacks against one candidate or another.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/892.wav')],0
76,"[893, 894, 895]","['Our nation is in trouble and it is appalling to me that with 10 million Americans out work, with the rest working harder for less money than they did 4 years ago, with the loss of 1.4 million manufacturing jobs in our nation, with the health care crisis, a crisis of crime and drugs and AIDS, substandard education, that George Bush would constantly try to level personal attacks at his opponent.', 'Now, this, of course, just reached a new low last week when he resorted to a classic McCarthyite technique of trying to smear Bill Clinton over a trip that he took as a student along with lots of other Rhodes Scholars who were invited to go to Russia.', ""It's a classic McCarthyite smear technique.""]","Our nation is in trouble and it is appalling to me that with 10 million Americans out work, with the rest working harder for less money than they did 4 years ago, with the loss of 1.4 million manufacturing jobs in our nation, with the health care crisis, a crisis of crime and drugs and AIDS, substandard education, that George Bush would constantly try to level personal attacks at his opponent. Now, this, of course, just reached a new low last week when he resorted to a classic McCarthyite technique of trying to smear Bill Clinton over a trip that he took as a student along with lots of other Rhodes Scholars who were invited to go to Russia. It's a classic McCarthyite smear technique.",18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/893.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/894.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/895.wav')]",[897],"[""I think that he insulted the intelligence of the American people and I'm awful proud that the American people rejected that tactic so overwhelmingly that he decided he had made a mistake.""]",I think that he insulted the intelligence of the American people and I'm awful proud that the American people rejected that tactic so overwhelmingly that he decided he had made a mistake.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/897.wav')],0
77,"[926, 927, 928]","['That is an art, to follow all those variables and know when to let up and to nurse this economy back together with pulls and pushes.', ""And there's no better man in the world to do that than that old artist, Ross Perot."", ""And so I think that my closing statement is that I think I'm in a room with people that aren't the life of reality.""]","That is an art, to follow all those variables and know when to let up and to nurse this economy back together with pulls and pushes. And there's no better man in the world to do that than that old artist, Ross Perot. And so I think that my closing statement is that I think I'm in a room with people that aren't the life of reality.",18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/926.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/927.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/928.wav')]",[933],"['Three weeks from today, our nation will make a fateful decision.']","Three weeks from today, our nation will make a fateful decision.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/933.wav')],0
78,"[947, 948, 949]","['Ultimately, it is a choice between hope and fear, a choice between the future and the past.', 'It is time to reach out for a better nation.', 'We are bigger than George Bush has told us we are, as a nation, and we have a much brighter future.']","Ultimately, it is a choice between hope and fear, a choice between the future and the past. It is time to reach out for a better nation. We are bigger than George Bush has told us we are, as a nation, and we have a much brighter future.",18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/947.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/948.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/949.wav')]","[950, 951]","['Give us a chance.', ""With your help, we'll change this country and we can't wait to get started.""]","Give us a chance. With your help, we'll change this country and we can't wait to get started.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/950.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/951.wav')]",0
79,"[951, 953, 954]","[""With your help, we'll change this country and we can't wait to get started."", 'Thank you, Hal.', ""I'd like to use this closing statement to talk to you about a few people that I have met in these last 4 years.""]","With your help, we'll change this country and we can't wait to get started. Thank you, Hal. I'd like to use this closing statement to talk to you about a few people that I have met in these last 4 years.",18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/951.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/953.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/954.wav')]",[955],"[""I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure.""]",I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/955.wav')],0
80,"[901, 903, 904]","['Let me answer the question.', 'Hal, you said -- and I wrote it down here -- ""personal negative attacks.""', '(Laughs) Has anyone been reading my press clippings for the last 4 years?']","Let me answer the question. Hal, you said -- and I wrote it down here -- ""personal negative attacks."" (Laughs) Has anyone been reading my press clippings for the last 4 years?",18_1992,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/901.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/903.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/904.wav')]",[906],['And is it a negative attack and a personal attack to point out that Bill Clinton simply has trouble telling the truth?'],And is it a negative attack and a personal attack to point out that Bill Clinton simply has trouble telling the truth?,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/18_1992/906.wav')],2
81,"[9, 10]","['In the election of 1860, Abraham Lincoln said the question was whether this nation could exist half-slave or half-free.', 'In the election of 1960, and with the world around us, the question is whether the world will exist half-slave or half-free, whether it will move in the direction of freedom, in the direction of the road that we are taking, or whether it will move in the direction of slavery.']","In the election of 1860, Abraham Lincoln said the question was whether this nation could exist half-slave or half-free. In the election of 1960, and with the world around us, the question is whether the world will exist half-slave or half-free, whether it will move in the direction of freedom, in the direction of the road that we are taking, or whether it will move in the direction of slavery.",1_1960,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/1_1960/9.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/1_1960/10.wav')]",[11],"['I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain.']","I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/1_1960/11.wav')],0
82,"[12, 13, 14]","['We discuss tonight domestic issues, but I would not want that to be any implication to be given that this does not involve directly our struggle with Mr. Khrushchev for survival.', 'Mr. Khrushchev is in New York, and he maintains the Communist offensive throughout the world because of the productive power of the Soviet Union itself.', 'The Chinese Communists have always had a large population.']","We discuss tonight domestic issues, but I would not want that to be any implication to be given that this does not involve directly our struggle with Mr. Khrushchev for survival. Mr. Khrushchev is in New York, and he maintains the Communist offensive throughout the world because of the productive power of the Soviet Union itself. The Chinese Communists have always had a large population.",1_1960,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/1_1960/12.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/1_1960/13.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/1_1960/14.wav')]",[15],['But they are important and dangerous now because they are mounting a major effort within their own country.'],But they are important and dangerous now because they are mounting a major effort within their own country.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/1_1960/15.wav')],0
